Indicator Name,PSS Insight Indicator #,Data Type,Topic,Definition,Assessment Questions,Purpose and Issues,Preferred Data Sources,Method of Estimation,Proposed Scoring or Benchmarking,Expected Frequency of Data Dissemination,Indicator Reference Number(s),Indicator Source(s),URL
"Existence of a national essential medicines list published within the past five years","PS01","Categorical","Selection","""This indicator monitors existence of an up-to-date Essential Medicines List (EML), it is intended for use with or in place of indicator PS02.""
"Updated National Action Plan on the containment of antimicrobial resistance","PLG04","Categorical","Coordination and Leadership","""In May 2015, the Sixty-eight World Health Assembly adopted the global action plan on antimicrobial resistance. The goal of the global action plan is to ensure, for as long as possible, continuity of successful treatment and prevention of infectious diseases with effective and safe medicines that are quality-assured, used in a responsible way, and accessible to all who need them.""
	
	""The World Health Assembly also urged all Member States to develop and have in place by 2017, national action plans on antimicrobial resistance that are aligned with the objectives of the global action plan.""","Has the country developed and published a national action plan on the containment of antimicrobial resistance?
	What is the year of the most recent update or revision of the action plan?","The prevention and containment of antimicrobial resistance requires an intersectoral national action plan.","""Published document (dated), interview at Ministry of Health or related governing body pertaining to pharmaceuticals""","Yes/No","Countries should have developed a national action plan – the WHO stated that its goal was to have all member states publish plans by 2017. Plans should be reviewed and updated at least every five years.
Unit of Measure:","five years
Cross References:	World Health Organization. Antimicrobial resistance – National Action Plans.","","","https://www.who.int/antimicrobial-resistance/national-action-plans/en/"
"# of annual reports submitted to the INCB in last five years","PLG05","Discrete – ordinal","Pharmaceutical Laws and Regulations","""The International Narcotics Control Board (INCB) is the independent and quasi-judicial monitoring body for the implementation of the United Nations international drug control conventions. The drug control conventions established a control regime that would ensure the availability of controlled substances for medical and scientific production while preventing their illicit production, trafficking and abuse. An essential component of this regime is a system under which governments are requested to estimate the quantities of controlled substances required for legitimate purposes and to limit the use of and trade in such substances to within those estimates.""
	
	""The ability of the INCB to monitor the functioning of the drug control mechanisms established by the conventions relies, in part, on governments providing it with estimated quantities of controlled substances required for legitimate purposes in their countries.""","If the country is a signatory to the 1961 Convention on Narcotic Drugs:
	for how many of the past five years have annual statistics reports on narcotics (Form C) been submitted to the INCB ? How many annual statistical reports on narcotics (Form C) have been submitted to the INCB in the previous 5 calendar years?
	Have annual estimates for narcotics been submitted to INCB each of the previous five years? How many annual estimates for narcotic drugs have been submitted to the INCB in the previous 5 calendar years?
	""How often is the estimate for narcotic drugs revised? (Ex. """"Every __ years"""")""
	What is the year of the previous revision to the narcotic drug estimate?
	If the country is a signatory to the 1971 Convention on Psychotropic Substances:
	How many annual statistical reports on psychotropic substances (Form P) have been submitted to the INCB in the previous 5 calendar years?
	How many annual estimates for psychotropic substances have been submitted to the INCB in the previous five calendar years?
	""How often is the estimate for psychotropic substances revised? (Ex. """"Every __ years"""")""
	What is the year of the previous revision to the psychotropic substances estimate?","Submitting annual reports to the INCB allows the board to evaluate overall compliance with the provisions of the international drug control treaties. This also ensures that adequate quantities of narcotics and psychotropic substances are available to meet the needs of the country for medical purposes and ensure appropriate access to these products for palliative care.","INCB Annual Reports","Number of annual reports","Each country should be a signatory to the 1961 and 1971 conventions and should complete their annual reporting requirements every year.
Unit of Measure:	Integer","Annually","","","https://www.incb.org/
	https://www.incb.org/incb/en/treaty-compliance/index.html
	https://www.incb.org/documents/Narcotic-Drugs/Guidelines/estimating_requirements/NAR_Guide_on_Estimating_EN_Ebook.pdf"
"Pharmaceutical System Transparency and Accountability (PSTA) assessment score","PLG06","Continuous",""Ethics, Transparency, and Accountability"","WHO has developed the PSTA assessment tool to assist countries with the assessment of the public availability of key documentation that facilitates accountability of the pharmaceutical system. This document is intended for policy makers and concerned stakeholders with an interest in improving governance in the pharmaceutical system as well as for those who will carry out an assessment.
	The assessment results are intended to be used to:
	·       Identify strengths and weaknesses with regards to transparency of pharmaceutical information
	·       Inform priority setting
	·       Develop targeted policy interventions
	·       Periodically to monitor progress
	The main focus of the assessment is on transparency and accountability in the public sector. Other sectors are included in the assessment when relevant for accountability.","","""Transparency and accountability are consistently identified as key to attaining stronger pharmaceutical system governance. Increasing the level of transparency and accountability in the pharmaceutical system decreases vulnerabilities for corruption and unethical practices and improves efficiency, credibility and public trust in government institutions.""
	""Opportunities for corrupt practices such as bribery, embezzlement, misappropriation of funds and diversion of medicines that occur throughout the pharmaceutical system can be minimized when standards and clear responsibilities are assigned; decisions and results are documented and made public to show whether standards and commitments have been met; and corrective actions, including sanctions, are enforced if necessary.""
	""Note that the tool has been designed according to modules. To use the tool to assess this element, multiple scores are needed to aggregate for a complete system score. This indicator is considered incomplete if only some, and not all, modules of the tool are completed. Modules completed over multiple years may be combined to form a complete assessment score if the modules were completed within 3 years.""","PSTA assessment","""The PSTA assessment generates scores across a number of domains in the tool. These can be reported separately and aggregated together to produce an overall score, which should be reported here.""","""Use the methodology outlined in the tool manual (reference below) to benchmark transparency and accountability as high, moderate, or low according to the benchmarks in the manual.""
Unit of Measure:	Percentage (%)","Every five years
Cross Reference:	PSTA assessment tool. Geneva: World Health Organization; 2018. Licence: CC BY-NC-SA 3.0 IGO.","","","https://apps.who.int/iris/handle/10665/275370"
"Number of PSTA assessments within the last five years","PLG07","Discrete - ordinal",""Ethics, Transparency, and Accountability"","WHO has developed the PSTA assessment tool to assist countries with the assessment of the public availability of key documentation that facilitates accountability of the pharmaceutical system. This document is intended for policy makers and concerned stakeholders with an interest in improving governance in the pharmaceutical system as well as for those who will carry out an assessment.
	The assessment results are intended to be used to:
	·       Identify strengths and weaknesses with regards to transparency of pharmaceutical information
	·       Inform priority setting
	·       Develop targeted policy interventions
	·       Periodically to monitor progress
	The main focus of the assessment is on transparency and accountability in the public sector. Other sectors are included in the assessment when relevant for accountability.","","""Transparency and accountability are consistently identified as key to attaining stronger pharmaceutical system governance. Increasing the level of transparency and accountability in the pharmaceutical system decreases vulnerabilities for corruption and unethical practices and improves efficiency, credibility and public trust in government institutions.""
	""Opportunities for corrupt practices such as bribery, embezzlement, misappropriation of funds and diversion of medicines that occur throughout the pharmaceutical system can be minimized when standards and clear responsibilities are assigned; decisions and results are documented and made public to show whether standards and commitments have been met; and corrective actions, including sanctions, are enforced if necessary.""","PSTA assessment","Enter the number of PSTA assessments completed within the past five years","The tool manual does not specify a recommended frequency for applying the assessment. The assessment should have been completed at least once in the preceding 5 year period.
Unit of Measure:	Integer","Every five years
Cross Reference:	Pharmaceutical System Transparency and Accountability Assessment Tool. Geneva: World Health Organization; 2018. Licence: CC BY-NC-SA 3.0 IGO.","","","https://apps.who.int/iris/handle/10665/275370"
"% of manufacturing facilities inspected each year","RS01","Continuous","Inspection and Enforcement","Manufacturing facilities should be inspected to ensure the safety and quality of pharmaceuticals produced. A manufacturing facility is defined as any facility that is licensed and registered in the country to manufacture pharmaceuticals.
	
	""The indicator should be calculated for the previous calendar year, or the latest year for which data are available""","What is the last calendar year for which data are available?
	""In the reference year, what is the total number of licensed pharmaceutical manufacturers registered in the country?""
	""In the reference year, what is the total number of registered manufacturers that were inspected, either by the NMRA or another authorized entity (stringent regulatory authority, WHO, reciprocated inspection/certification authority?""","This indicator assesses the capacity of inspectors to monitor the safety and quality of manufacturing processes for pharmaceuticals produced domestically in the country.
	
	""Higher percentages indicate a higher capacity to inspect pharmaceutical establishments for quality and safety control, and compliance with pharmaceutical regulations in the country.""","""Annual inspection reports, NMRA interview""","For domestic manufacturers in a given year:","""Countries should monitor trends over time. Depending on the size of domestic manufacturing in the country, it may not be practical to inspect 100% of these facilities annually.""
Unit of Measure:	Percentage (%)","Annually
Cross References:	Indicators for Monitoring National Drug Policies. (See Page 117)","I1.8.3","""MSH - CPM, University Research Corporation, PAHO, USAID. Rapid Pharmaceutical Management Assessment: an Indicator-Based Approach. Rational Pharmaceutical Management Project, Drug Management Program. July 1995""","http://apps.who.int/medicinedocs/en/d/Jwhozip14e/"
"% of distribution facilities inspected each year","RS02","Continuous","Inspection and Enforcement","Distribution facilities should be inspected to ensure the safety and quality of pharmaceuticals in the supply chain.
	
	""Distribution facilities are defined as facilities licensed and registered to distribute pharmaceuticals within the country. This includes both private distributors or wholesalers, and public distributions agencies and warehouses.""
	
	""The indicator should be calculated for the previous calendar year, or the latest year for which data are available""","What is the last calendar year for which data are available?
	""In the reference year, what is the total number of licensed pharmaceutical distributors registered in the country?""
	""In the reference year, what is the total number of registered distributors that were inspected?""","This indicator assesses the capacity of inspectors to monitor the safety and quality of distribution processes for pharmaceuticals available for sale or consumption in the country.
	
	""Higher percentages indicate a higher capacity to inspect pharmaceutical establishments for quality and safety control, and compliance with pharmaceutical regulations in the country.""","""Annual inspection reports, NMRA interview""","For distributors in a given year:","""Countries should monitor trends over time. Depending on the size of domestic distribution in the country, it may not be practical to inspect 100% of these facilities annually.""
Unit of Measure:	Percentage (%)","Annually
Cross References:	Indicators for Monitoring National Drug Policies. (See Page 117)","I1.8.3","""MSH - CPM, University Research Corporation, PAHO, USAID. Rapid Pharmaceutical Management Assessment: an Indicator-Based Approach. Rational Pharmaceutical Management Project, Drug Management Program. July 1995""","http://apps.who.int/medicinedocs/en/d/Jwhozip14e/"
"% of dispensing facilities inspected each year","RS03","Continuous","Inspection and Enforcement","Dispensing facilities are defined as facilities licensed and registered to dispense pharmaceuticals within the country.
	
	""The indicator should be calculated for the previous calendar year, or the latest year for which data are available""","What is the last calendar year for which data are available?
	""In the reference year, what is the total number of licensed pharmaceutical dispensing facilities or retail outlets registered in the country?""
	""In the reference year, what is the total number of registered dispensing facilities or retail outlets that were inspected)?""","This indicator assesses the capacity of inspectors to monitor the safety and quality of dispensing processes for pharmaceuticals available for sale or consumption in the country.
	
	""Higher percentages indicate a higher capacity to inspect pharmaceutical establishments for quality and safety control, and compliance with pharmaceutical regulations in the country.""","""Annual inspection reports, NMRA interview""","For dispensing facilities in a given year:","""Countries should monitor trends over time. It is likely not feasible to inspect 100% of dispensing facilities in the country on an annual basis, but countries should aim to inspect as many facilities as possible.""
Unit of Measure:	Percentage (%)","Annually
Cross References:	Indicators for Monitoring National Drug Policies. (See Page 117)","I1.8.3","""MSH - CPM, University Research Corporation, PAHO, USAID. Rapid Pharmaceutical Management Assessment: an Indicator-Based Approach. Rational Pharmaceutical Management Project, Drug Management Program. July 1995""","http://apps.who.int/medicinedocs/en/d/Jwhozip14e/"
"Average number of days for decision making on a medicine application for registration","RS04","Continuous","Product Assessment and Registration","Decision making on an application for registration of a pharmaceutical product can include approvals and rejections. An approval grants market authorization and registration to the entity responsible for the new medicine. A rejection prohibits market authorization and registration. A decision date is the date on which the decision was communicated formally to the applicant.
	
	""Number of days are defined as the number of working days from the submission of the application until formal notification of decision, unless otherwise specified. National SOPs should specify whether or not holidays are included in the timeframe. Number of days excludes those in which the application is on hold while clarification is sought from the applicant.""
	
	""A new/novel drug or a New Molecular Entity (NME) is an active compound, complex, molecule that previously has not been approved by the regulatory authority in the country.""
	
	""A generic drug is generally defined as a drug product that is equivalent to a reference product in active pharmaceutical ingredient, dosage form, strength, route of administration, quality and performance characteristics and intended use.""
	
	Many countries have different application processes for “new” and “generic” pharmaceutical products.","For new pharmaceutical products:
	""If the country tracks the average number of days taken to review an application for pharmaceutical product registration, please enter the current value here (In the Comments box, please note if this is for new pharmaceutical products only, or if this includes all registration applications)""
	""If the country does not routinely collect this information, enter the total number of business days (excluding days “on hold” pending clarification, and national holidays) taken to review the previous 10 applications for registration of a NEW pharmaceutical product""
	For generic pharmaceutical products:
	""If the country tracks the average number of days taken to review an application for pharmaceutical product registration, please enter the current value here (In the Comments box, please note if this is for generic pharmaceutical products only, or if this includes all registration applications)""
	""If the country does not routinely collect this information, enter the total number of business days (excluding days “on hold” pending clarification, and national holidays) taken to review the previous 10 applications for registration of a GENERIC pharmaceutical product""","Decisions should be made within a time period adequate for assessing a new medicine application. Decisions that are made too quickly may allow an unsafe and/or non-efficacious medicine on the market; decisions that take long periods of time may prevent new medicines from reaching the market.","""Documents of the NMRA specifying receipt of application and date of decision, NMRA interview""","Number of days between receipt of application and date of decision (excluding days where application is on hold while clarification is sought from applicant)/# of applications received (if the country tracks this data) or 10","""Countries should monitor trends over time and aim to expedite approval times to promote access to pharmaceutical products in the country. However, this should not be done at the expense of a thorough quality and safety review process.""
Unit of Measure:	Days","Yearly
Cross References:	Australian Therapeutic Goods Administration","""0556, 0555""","WHO. (2007). WHO data collection tool for the review of drug regulatory systems. Practical guidance for conducting a review. Geneva: World Health Organization. http://www.who.int/medicines/areas/quality_safety/regulation_legislation/assesment/en/","https://www.tga.gov.au/publication/half-yearly-performance-report-snapshot-july-december-2015"
"% of medicines on the EML that have at least one registered product available.","RS05","Continuous","Product Assessment and Registration","""Registered products are pharmaceutical products that have been assessed for safety and efficacy, among other criteria, by the National Medicines Regulatory Authority (or equivalent body) and have been granted approval for sale or distribution in the country. Registration should be determined by molecule or INN, dose and form of administration. Products may be registered more than once based on formulation, so it is important to exclude duplicate registered products in both the numerator and denominator. An Essential Medicines List (EML) is a published list of priority medicines that satisfy the priority health care needs of the population.""","""If the country tracks this information, enter the percentage of EML medicines that have at least one product registered.""
	""If the country does not track this information, obtain the latest copies of both the national EML and the registered products list to perform the comparison.""","The purpose is to show how closely market authorization follows the priorities set in the national EML.","National EML and National Registration list","Calculated as:
	
	
	
	Exclude duplicate registered products *see definition above*","100% of products on the EML should have at least one registered product available in the country
Unit of Measure:	Percentage (%)","Every time the national EML is revised","","",""
"% of recorded adverse event reports that are assessed for causality","RS06","Continuous","Quality and Safety Surveillance","""An adverse event is defined as a medical occurrence temporally associated with the use of a pharmaceutical product, but not necessarily causally related.""
	
	""A causality assessment is meant to determine whether, and to what extent, a pharmaceutical is associated with an adverse event. Causality assessments should be part of pharmacovigilance systems to monitor pharmaceutical safety and quality. Criteria for assessing causality should be determined according to one of the established systems (algorithms) – Ex. the WHO/UMC system or the Naranjo system.""
	
	""The indicator should be calculated for the previous calendar year, or the latest year for which data are available (please specify)""","What is the last calendar year for which data are available?
	What is the total number of Adverse Event reports recorded in the previous calendar year (or last year for which data are available)?
	What is the total number of Adverse Event reports assessed for causality in the reference year?","""All received AE reports should be assessed for causality, to determine whether the events are associated with a particular pharmaceutical product.""","Records and/or reports of adverse events and causality assessments at the pharmacovigilance center","Calculated as:","100% of AE reports should be assessed for causality
Unit of Measure:	Percentage (%)","Annually
Cross References:	The use of the WHO-UMC system for standardised case causality assessment","530","""Ratanawijitrasin, S. & Wondemagegnehu, E. (2002). Effective drug regulation. A multicountry study. Geneva: World Health Organization. http://apps.who.int/medicinedocs/pdf/s2300e/s2300e.pdf""","http://who-umc.org/Graphics/24734.pdf"
"% of samples tested that failed quality control testing","RS07","Continuous","Quality and Safety Surveillance","""The indicator is based on randomly collected samples; if quality control is done only on drugs under suspicion, it should be clearly indicated in the final reports, as the percentage obtained will certainly be higher.""
	
	""The indicator should be calculated for the previous calendar year, or the latest year for which data are available (please specify)""","What is the last calendar year for which data are available?
	What is the total number of samples tested in the previous calendar year (or last year for which data are available)?
	What is the total number of samples tested that failed quality control testing in the previous calendar year (or last year for which data are available)?","""If procurement is done in a proper manner — good selection of suppliers, extensive specifications, etc. — the indicator should be close to 0%.""
	
	""Limitations: The indicator is meaningful only if the quality control laboratory functions properly. In addition, if the denominator is too small compared with the total number of drugs procured, the indicator will not give a good picture of the real situation""","Data are normally available from the procurement unit or from the quality control laboratory.","","""The percentage of samples tested that fail quality control testing does not have an established benchmark. The number should be low, as a result of the product assessment and distribution functions working properly, but should not be zero, as there will always be some level of poor quality products circulating in the system, and the surveillance function must be sensitive enough to detect it. This indicator is most helpful when compared across countries and monitored over time.""
Unit of Measure:	Percentage (%)","Annually
Cross References:	Indicators for Monitoring National Drug Policies. (See page 143)","486","""Brudon, P., Rainhorn, J. D., Reich, M. R. (1999). Indicators for monitoring national drug policies: a practical manual. Geneva: World Health Organization. http://apps.who.int/medicinedocs/pdf/whozip14e/whozip14e.pdf""","http://apps.who.int/medicinedocs/pdf/whozip14e/whozip14e.pdf"
"Pharmaceutical innovation goals identified and documented to address unmet or inadequately met public health needs","IRDMT01","Categorical",""Innovation, Research & Development"","""In addition to being stated and/or described as pharmaceutical innovation goals, these must genuinely improve consumer welfare by addressing unmet priority public health needs.""
	
	""Pharmaceutical innovation may be product-related, pertain to service delivery, better disseminate information to drive demand, etc.""","Is there a document or a discrete list of pharmaceutical innovation goals?
	Do they detail the unmet public health needs that they are working to address?
	Are they publicly available and disseminated regularly across pharmaceutical units and departments?","The purpose of this indicator is to look at concerted efforts to lay foundation for filling unmet public health needs.
	Issues: existence of innovation goals does not mean that these are being addressed; rather it just provides a direction for potential investments in pharmaceuticals.","""National ministry or institute of science and technology, national or regional health innovation body""","","Countries should document their innovation goals to drive research into public health needs that are relevant to the country. Countries should review and update these at least every five years.
Unit of Measure:	Yes/No","Every five years","","",""
"""Are medicines subject to import tariffs? If so, what are the tariff amounts applied?""","IRDMT02","Categorical","Intellectual Property & Trade","""Import tariffs consist of customs duties, or other import charges, which are payable on goods of a particular type when they enter the economic territory.""
	
	""For the purpose of this indicator, subject to means that import tariffs are applied to medicines.""","""Are medicines subject to import tariffs? (If some, but not all medicines are subject, please describe in the Notes box)""","""Import tariffs typically cause a foreign goods to be more expensive because the tariff is added to the price. Therefore, the consumer must pay a higher price to purchase an imported medicine.""","""Regulation on import tariffs, WTO database. The public procurement office or procurement department of the MOH may also have this information""","","""Countries should not apply tariffs to imported medicines, so that pharmaceutical prices are not raised through tariffs from the country.""
Unit of Measure:	Yes/No","Annually
Cross References:	""Comtrade: UN Comtrade is a repository of official trade statistics, Price Waterhouse Cooper has excellent database on tax summaries for 155 countries worldwide""","","","http://comtrade.un.org/
	http://taxsummaries.pwc.com/"
"""Have any of the following TRIPS flexibilities been utilized to date: compulsory licensing provisions, government use, parallel importation provisions, the Bolar exception (10 year time frame)?""","IRDMT03","Continuous","Intellectual Property & Trade","""The provisions of the WTO Agreement on Trade Related Aspects of Intellectual Property Rights (TRIPS) are binding on all WTO Member States. TRIPS sets minimum standards of intellectual property (IP) protection that all WTO Member countries are required to provide. For instance, the TRIPS Agreement states that all patents shall be available for at least 20 years from the filing date, whereas before TRIPS the patent term varied greatly among countries (7, 10, 17 or 20 years). All WTO Members have to incorporate this 20-year patent term in their own patent laws. Least developed countries have until 2031 to become fully TRIPS compliant.""
	
	""Compulsory licensing: A judicial or administrative authority grants a license, without the consent of the rights holder, to a third party, to manufacture a product still under patent.""
	
	""Government use provisions enable an administrative authority to grant a license to a third party, without the consent of the rights holder, to address identified public health needs.""
	
	""Parallel importation is importation, without the consent of the rights -holder, of a patented product marketed in another country either by the patent holder or with the patent-holder’s consent. Parallel importation enables promotion of competition for the patented product by allowing importation of equivalent patented products sold at lower prices in other countries.""
	
	A Bolar exception is an early working provision whereby generic pharmaceutical manufacturers the use of a patented product for the purposes of preparing an application for marketing approval of a follow-on product is considered non-infringing.","""Within the last 10 years, have any compulsory licenses been granted for pharmaceutical products?""
	""Within the last 10 years, have government use provisions been utilized for pharmaceutical products?""
	""Within the last 10 years, has parallel importation been undertaken for pharmaceutical products?""
	""Within the last 10 years, has a manufacturer been granted permission in the country to use the Bolar exception or early working provision to expedite production of pharmaceutical products?""","""The provisions of the WTO Agreement on Trade Related Aspects of Intellectual Property Rights (TRIPS) are binding on all WTO Member States. TRIPS sets minimum standards of intellectual property (IP) protection that all WTO Member countries are required to provide. For instance, the TRIPS Agreement states that all patents shall be available for at least 20 years from the filing date, whereas before TRIPS the patent term varied greatly among countries (7, 10, 17 or 20 years). All WTO Members have to incorporate this 20-year patent term in their own patent laws. Least developed countries have until 2031 to become fully TRIPS compliant.""","""Government Patent Office, World Trade Organization register of intent to use any of the listed provisions""","","Countries should have executed at least one of the flexibilities listed within the past 10 years
Unit of Measure:	Yes/No","Annually
Cross References:	Operational Package for Monitoring and Assessing Country Pharmaceutical Situations. (See page 65)","","","http://apps.who.int/medicinedocs/index/assoc/s14877e/s14877e.pdf"
"Per capita expenditure on pharmaceuticals","F01","Continuous","Costing & Pricing","""Pharmaceutical expenditure includes spending on prescription medicines and self-medication, often referred to as over-the-counter products. For some countries, other medical non-durables such as syringes, bandages, etc. may be included in the total. It also includes pharmacists' remuneration when the latter is separate from the price of medicines. Pharmaceuticals consumed in hospitals are excluded (on average they account for around 15% of total pharmaceutical spending). Final expenditure on pharmaceuticals includes wholesale and retail margins and value-added tax.""
	
	""Final expenditure on pharmaceuticals includes wholesale and retail margins and value-added tax. Total pharmaceutical spending refers in most countries to “net” spending, i.e. adjusted for possible rebates payable by manufacturers, wholesalers or pharmacies. This indicator is measured as a share of total health spending, in USD per capita (using economy-wide PPPs) and as a share of GDP.""
	
	""The indicator should be calculated for the previous calendar year, or the latest year for which data are available.""","What is the last calendar year for which data are available?
	""In the reference year, what is the total amount of public funds (in local currency) spent in the country to purchase pharmaceutical products? (Note: this includes direct government spending through health programs, government-funded insurance programs, and donor expenditure)""
	""In the reference year, what is the total population of the country?""","Pharmaceuticals account for an important share of all expenditure on health. The amount spent on pharmaceuticals per capita varies considerably and demonstrates health investment priorities in a given country.","National Health Accounts","","""If the absolute expenditure is under a certain threshold a country would not be able to cover the most basic needs in terms of pharmaceutical access. This threshold is not established in the literature, so countries should set their specific targets but keep the benchmark of countries with well-functioning coverage schemes in mind.""
Unit of Measure:	Local currency or US$ per capita","Annual
Cross References:	""Pharmaceutical spending covers expenditure on prescription medicines and self-medication, often referred to as over-the-counter products. In some countries, other medical non-durable goods are also included. Pharmaceutical Expenditure""","1","Health Systems 20/20. (2012). The Health System Assessment Approach: A How-To Manual. Version 2.0. Module 6. www.healthsystemassessment.org",""OECD (2011), “Pharmaceutical expenditure”, in Health at a Glance 2011: OECD Indicators, OECD Publishing. http://dx.doi.org/10.1787/health_glance-2011-63-en""
"Population with household expenditures on health greater than 10% of total household expenditure or income","F02","Continuous","Costing & Pricing","The proportion of a country’s population that spends over 10% of their household income on health related expenses.
	
	""Health expenditures are likely to expose households to financial hardship in particular when they exceed a pre-defined threshold of a household's ability to pay. When this happens they are characterized as being catastrophic. Within the SDG monitoring framework (SDG indicator 3.8.2), the proportion of the population facing catastrophic expenditures is measured as the population weighted average of the number of households with “large household expenditures on health” as a share of total household expenditure or income (household’s budget). Large is defined as health expenditures exceeding 10% of total household expenditure or income.""","","""Medicine related expenditures have been found to comprise a large portion of out of pocket health expenditure. It would be preferable to use an indicator that assesses out of pocket expenditure specifically on medicines, compared with household ability to pay, but this indicator is not routinely collected. This indicator has been chosen because countries are required to report it for monitoring the sustainable development goals. This is an imperfect proxy to assess medicine affordability in terms of ability to pay.""","""WHO global health observatory – SDG indicators, National Health Accounts, Household budget surveys, Household income and expenditure surveys, Household socioeconomic and living standards surveys""","""The global and regional incidence of the proportion of the population with household expenditures on health greater than 10% of total household expenditure or income is estimated as the population weighted average of the country level share of people with such catastrophic health expenditures (SDG 3.8.2, 10% threshold) for a reference year. Incidence at the country level for the reference year is estimated using different methods depending upon the availability of information for that country around or at the reference year (T*). • In countries for which there is an observed incidence rate of the SDG indicator 3.8.2 at the 10% threshold in the reference year T*, this point is used. • When there are at least two observed incidence rates of the SDG indicator 3.8.2 at the 10% threshold around the reference over a 5 year window around the reference year [T*–5; T*+5], linear interpolation is used to project the value of the proportion of “the population with household expenditures on health greater than 10% of total household expenditure or income” in the reference year. • If only one observed incidence rate of the SDG indicator 3.8.2 at the 10% threshold is available either before or after the reference year and within a five year window before or after the reference year (T*+ or T*-5),, a multilevel model of the rate of catastrophic payments (SDG indicator 3.8.2, 10% threshold) is ¬estimated using the aggregate share of out-of-pocket over total consumption expenditure as the explanatory variable • For countries with no observed incidence rate over a 10-year window around the reference year, the multilevel model is used to project the survey point to the reference year using the share of aggregate out-of-pocket over total consumption if that information is available. If such information is not available, the regional median value of the SDG indicator 3.8.2 at the 10% threshold is used instead to impute the incidence rate for those countries in the reference year. The country estimates for the reference year are then aggregated up to the regional and global levels to compute the “Total population with household expenditures on health greater than 10% of total household income or expenditure” in millions. The proportion of the total population at global and regional level is then calculated by expressing these numbers as a share of the relevant population, equivalent to taking a population-weighted average of the relevant country rates.""","Target is 0% of households spend more than 10% of income on health expenditures
Unit of Measure:	Percentage (%)","2-3 years","4844 – SDG Indicator 3.8.2","WHO Global Health Observatory Indicators
	https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-household-expenditures-on-health-greater-than-10-of-total-household-expenditure-or-income-(sdg-3-8-2)-(-)",""
"Total expenditure on pharmaceuticals (% total expenditure on health)","F03","Continuous","Costing & Pricing","""Pharmaceutical expenditure includes spending on prescription medicines and self-medication, often referred to as over-the-counter products. For some countries, other medical non-durables such as syringes, bandages, etc. may be included in the total. It also includes pharmacists' remuneration when the latter is separate from the price of medicines. Pharmaceuticals consumed in hospitals are excluded (on average they account for around 15% of total pharmaceutical spending). Final expenditure on pharmaceuticals includes wholesale and retail margins and value-added tax.""
	
	""Final expenditure on pharmaceuticals includes wholesale and retail margins and value-added tax. Total pharmaceutical spending refers in most countries to “net” spending, i.e. adjusted for possible rebates payable by manufacturers, wholesalers or pharmacies. This indicator is measured as a share of total health spending, in USD per capita (using economy-wide PPPs) and as a share of GDP.""
	
	""The indicator should be calculated for the previous calendar year, or the latest year for which data are available.""","What is the last calendar year for which data are available?
	""In the reference year, what is the total amount of public funds (in local currency) spent in the country to purchase pharmaceutical products? (Note: this includes direct government spending through health programs, government-funded insurance programs, and donor expenditure)""
	""In the reference year, what is the total amount of public funds (in local currency) spent in the country on health? (Note: this includes direct government spending through health programs, government-funded insurance programs, and donor expenditure)""","Pharmaceuticals account for an important share of all expenditure on health. The amount spent on pharmaceuticals compared to health expenditure overall varies considerably and demonstrates health investment priorities in a given country.","National Health Accounts","","Countries should set specific targets but keep the benchmark of countries with well-functioning coverage schemes in mind
Unit of Measure:	Percentage (%)","Annual
Cross References:	""OECD (2011), “Pharmaceutical expenditure”, in Health at a Glance 2011: OECD Indicators, OECD Publishing.""","1","Health Systems 20/20. (2012). The Health System Assessment Approach: A How-To Manual. Version 2.0. Module 6. www.healthsystemassessment.org","http://dx.doi.org/10.1787/health_glance-2011-63-en"
"""Median (consumer) drug price ratio for tracer medicines in the public, private, and mission sectors""","F04","Continuous","Costing & Pricing","Consumer price ratios are calculated as the ratio between median unit prices (e.g. price per tablet or therapeutic unit) and Management Sciences for Health (MSH) median international reference prices for that exact product for the year preceding the survey.
	
	""The public sector consists of any government program providing pharmaceutical products. This includes any health facilities or programs funded by the Ministry of Health (or subordinate health program) budgets, or programs/agencies receiving funding through national or publicly-funded social insurance schemes, or funding from any level of government – from national to regional to local.""
	
	""For the purpose of this indicator, the private sector consists of any facility dispensing, selling, or providing pharmaceutical products to consumers without government funding. This may include private for-profit businesses, facilities affiliated with private insurance schemes, employer-based health facilities etc.""
	
	""Mission sector: This consists of non-governmental organizations, charities, and/or faith-based agencies.""
	
	""Generic: A pharmaceutical product usually intended to be interchangeable with the originator brand product, manufactured without a license from the originator manufacturer and marketed after the expiry of patent or other exclusivity rights.""
	
	""If the country collects their own data on pricing, please obtain a copy. If the country relies on WHO/HAI pricing surveys for this information, the data are disaggregated using the following categories:""
	
	""Originator brand: Generally the product that was first authorized worldwide for marketing (normally as a patented product) on the basis of the documentation of its efficacy, safety, and quality, according to requirements at the time of authorization: e.g. Valium. The originator product always has a brand name; this name may, however, vary between countries.""
	
	Most sold generic: The generic with the highest volume of sales at the sample site.
	
	""Lowest price generic: The lowest-priced generic product is the one with the lowest unit price or price per pill, tablet, dose, or ml. If there is only one generically equivalent product that corresponds to each originator brand on the tracer list, it is the lowest-priced generic available at that outlet. This is evaluated at each sample outlet.""
	
	Public sector procurement prices: Prices paid by the public sector to purchase the pharmaceutical product from the manufacturer or wholesaler.
	
